note,market,month,value
Lily Of The Valley,US,2025-03-01,10.6
Lily Of The Valley,US,2025-04-01,57.5
Lily Of The Valley,US,2025-05-01,44.25
Lily Of The Valley,US,2025-06-01,31.4
Lily Of The Valley,US,2025-07-01,24.5
Lily Of The Valley,US,2025-08-01,34
Magnolia,UK,2024-08-01,0
Magnolia,UK,2024-09-01,20
Magnolia,UK,2024-10-01,0
Magnolia,UK,2024-11-01,45
Magnolia,UK,2024-12-01,0
Magnolia,UK,2025-01-01,21.75
Magnolia,UK,2025-02-01,0
Magnolia,UK,2025-03-01,19.2
Magnolia,UK,2025-04-01,23.25
Magnolia,UK,2025-05-01,0
Magnolia,UK,2025-06-01,16
Magnolia,UK,2025-07-01,8.5
Magnolia,UK,2025-08-01,41.5
Magnolia,US,2024-08-01,42.333333333333336
Magnolia,US,2024-09-01,32.4
Magnolia,US,2024-10-01,35.25
Magnolia,US,2024-11-01,57.25
Magnolia,US,2024-12-01,78.2
Magnolia,US,2025-01-01,39.25
Magnolia,US,2025-02-01,46.25
Magnolia,US,2025-03-01,37
Magnolia,US,2025-04-01,35.25
Magnolia,US,2025-05-01,45
Magnolia,US,2025-06-01,37.4
Magnolia,US,2025-07-01,29.5
Magnolia,US,2025-08-01,43.5
Mandarin Orange,US,2024-08-01,0
Mandarin Orange,US,2024-09-01,0
Mandarin Orange,US,2024-10-01,0
Mandarin Orange,US,2024-11-01,0
Mandarin Orange,US,2024-12-01,0
Mandarin Orange,US,2025-01-01,0
Mandarin Orange,US,2025-02-01,0
Mandarin Orange,US,2025-03-01,0
Mandarin Orange,US,2025-04-01,0
Mandarin Orange,US,2025-05-01,0
Mandarin Orange,US,2025-06-01,0
Mandarin Orange,US,2025-07-01,25
Mandarin Orange,US,2025-08-01,50
Moss,UK,2024-08-01,0
Moss,UK,2024-09-01,0
Moss,UK,2024-10-01,0
Moss,UK,2024-11-01,25
Moss,UK,2024-12-01,0
Moss,UK,2025-01-01,0
Moss,UK,2025-02-01,0
Moss,UK,2025-03-01,0
Moss,UK,2025-04-01,0
Moss,UK,2025-05-01,0
Moss,UK,2025-06-01,0
Moss,UK,2025-07-01,7.25
Moss,UK,2025-08-01,13
Moss,US,2024-08-01,31.666666666666668
Moss,US,2024-09-01,0
Moss,US,2024-10-01,0
Moss,US,2024-11-01,0
Moss,US,2024-12-01,18.4
Moss,US,2025-01-01,0
Moss,US,2025-02-01,25
Moss,US,2025-03-01,0
Moss,US,2025-04-01,0
Moss,US,2025-05-01,0
Moss,US,2025-06-01,0
Moss,US,2025-07-01,10.75
Moss,US,2025-08-01,42
Musk,UK,2024-08-01,55.333333333333336
Musk,UK,2024-09-01,55.2
Musk,UK,2024-10-01,61.75
Musk,UK,2024-11-01,71.5
Musk,UK,2024-12-01,79.4
Musk,UK,2025-01-01,51.5
Musk,UK,2025-02-01,56.75
Musk,UK,2025-03-01,58.2
Musk,UK,2025-04-01,50.25
Musk,UK,2025-05-01,50.5
Musk,UK,2025-06-01,50.8
Musk,UK,2025-07-01,48
Musk,UK,2025-08-01,54.5
Musk,US,2024-08-01,56.666666666666664
Musk,US,2024-09-01,62.6
Musk,US,2024-10-01,60
Musk,US,2024-11-01,76.5
Musk,US,2024-12-01,90.6
Musk,US,2025-01-01,60.75
Musk,US,2025-02-01,56.75
Musk,US,2025-03-01,53.2
Musk,US,2025-04-01,49.25
Musk,US,2025-05-01,53.75
Musk,US,2025-06-01,56.4
Musk,US,2025-07-01,56.25
Musk,US,2025-08-01,60.5
Oakmoss,UK,2024-08-01,0
Oakmoss,UK,2024-09-01,0
Oakmoss,UK,2024-10-01,0
Oakmoss,UK,2024-11-01,0
Oakmoss,UK,2024-12-01,0
Oakmoss,UK,2025-01-01,0
Oakmoss,UK,2025-02-01,0
Oakmoss,UK,2025-03-01,0
Oakmoss,UK,2025-04-01,0
Oakmoss,UK,2025-05-01,0
Oakmoss,UK,2025-06-01,0
Oakmoss,UK,2025-07-01,0
Oakmoss,UK,2025-08-01,50
Oakmoss,US,2024-08-01,0
Oakmoss,US,2024-09-01,0
Oakmoss,US,2024-10-01,0
Oakmoss,US,2024-11-01,0
Oakmoss,US,2024-12-01,0
Oakmoss,US,2025-01-01,0
Oakmoss,US,2025-02-01,0
Oakmoss,US,2025-03-01,0
Oakmoss,US,2025-04-01,0
Oakmoss,US,2025-05-01,25
Oakmoss,US,2025-06-01,0
Oakmoss,US,2025-07-01,5.25
Oakmoss,US,2025-08-01,6.5
Orange,UK,2024-08-01,42.666666666666664
Orange,UK,2024-09-01,33.2
Orange,UK,2024-10-01,43.25
Orange,UK,2024-11-01,69.75
Orange,UK,2024-12-01,61.4
Orange,UK,2025-01-01,26.75
Orange,UK,2025-02-01,23.75
Orange,UK,2025-03-01,38.4
Orange,UK,2025-04-01,38.25
Orange,UK,2025-05-01,40.75
Orange,UK,2025-06-01,37.2
Orange,UK,2025-07-01,41.5
Orange,UK,2025-08-01,39.5
Orange,US,2024-08-01,48.333333333333336
Orange,US,2024-09-01,50.6
Orange,US,2024-10-01,48.75
Orange,US,2024-11-01,67.25
Orange,US,2024-12-01,85.6
Orange,US,2025-01-01,50.25
Orange,US,2025-02-01,53.75
Orange,US,2025-03-01,59.2
Orange,US,2025-04-01,65
Orange,US,2025-05-01,68.25
Orange,US,2025-06-01,64
Orange,US,2025-07-01,65.5
Orange,US,2025-08-01,61
Orange Blossom,UK,2024-08-01,17
Orange Blossom,UK,2024-09-01,10.2
Orange Blossom,UK,2024-10-01,17.5
Orange Blossom,UK,2024-11-01,24.75
Orange Blossom,UK,2024-12-01,9.4
Orange Blossom,UK,2025-01-01,0
Orange Blossom,UK,2025-02-01,14.75
Orange Blossom,UK,2025-03-01,0
Orange Blossom,UK,2025-04-01,23.25
Orange Blossom,UK,2025-05-01,47.5
Orange Blossom,UK,2025-06-01,15.4
Orange Blossom,UK,2025-07-01,7.5
Orange Blossom,UK,2025-08-01,28
Orange Blossom,US,2024-08-01,42
Orange Blossom,US,2024-09-01,38.2
Orange Blossom,US,2024-10-01,42
Orange Blossom,US,2024-11-01,64.75
Orange Blossom,US,2024-12-01,59.4
Orange Blossom,US,2025-01-01,30.75
Orange Blossom,US,2025-02-01,43.25
Orange Blossom,US,2025-03-01,48.4
Orange Blossom,US,2025-04-01,67.75
Orange Blossom,US,2025-05-01,63.5
Orange Blossom,US,2025-06-01,60.8
Orange Blossom,US,2025-07-01,62.25
Orange Blossom,US,2025-08-01,58
Oud,UK,2024-08-01,53.666666666666664
Oud,UK,2024-09-01,51.4
Oud,UK,2024-10-01,56.25
Oud,UK,2024-11-01,78.5
Oud,UK,2024-12-01,77.4
Oud,UK,2025-01-01,46.25
Oud,UK,2025-02-01,54.75
Oud,UK,2025-03-01,54.2
Oud,UK,2025-04-01,56
Oud,UK,2025-05-01,51
Oud,UK,2025-06-01,51.6
Oud,UK,2025-07-01,48.75
Oud,UK,2025-08-01,54.5
Oud,US,2024-08-01,58
Oud,US,2024-09-01,56.2
Oud,US,2024-10-01,68.25
Oud,US,2024-11-01,76.5
Oud,US,2024-12-01,85.2
Oud,US,2025-01-01,63
Oud,US,2025-02-01,59
Oud,US,2025-03-01,59.2
Oud,US,2025-04-01,62
Oud,US,2025-05-01,56.75
Oud,US,2025-06-01,67.8
Oud,US,2025-07-01,63.5
Oud,US,2025-08-01,72
Patchouli,UK,2024-08-01,39
Patchouli,UK,2024-09-01,39.8
Patchouli,UK,2024-10-01,48
Patchouli,UK,2024-11-01,62.25
Patchouli,UK,2024-12-01,80.8
Patchouli,UK,2025-01-01,40
Patchouli,UK,2025-02-01,45.75
Patchouli,UK,2025-03-01,31.8
Patchouli,UK,2025-04-01,23.75
Patchouli,UK,2025-05-01,23.25
Patchouli,UK,2025-06-01,28.6
Patchouli,UK,2025-07-01,47.75
Patchouli,UK,2025-08-01,50.5
Patchouli,US,2024-08-01,53.333333333333336
Patchouli,US,2024-09-01,59.6
Patchouli,US,2024-10-01,57.75
Patchouli,US,2024-11-01,62.5
Patchouli,US,2024-12-01,88
Patchouli,US,2025-01-01,54.5
Patchouli,US,2025-02-01,59.25
Patchouli,US,2025-03-01,54.8
Patchouli,US,2025-04-01,55.25
Patchouli,US,2025-05-01,50.75
Patchouli,US,2025-06-01,60.8
Patchouli,US,2025-07-01,55
Patchouli,US,2025-08-01,62
Peach,UK,2024-08-01,19
Peach,UK,2024-09-01,38.2
Peach,UK,2024-10-01,11.5
Peach,UK,2024-11-01,53.25
Peach,UK,2024-12-01,52.2
Peach,UK,2025-01-01,0
Peach,UK,2025-02-01,12.75
Peach,UK,2025-03-01,26.8
Peach,UK,2025-04-01,12.25
Peach,UK,2025-05-01,13.25
Peach,UK,2025-06-01,11
Peach,UK,2025-07-01,34.25
Peach,UK,2025-08-01,33.5
Peach,US,2024-08-01,48
Peach,US,2024-09-01,42.6
Peach,US,2024-10-01,53
Peach,US,2024-11-01,71.5
Peach,US,2024-12-01,83.8
Peach,US,2025-01-01,53.5
Peach,US,2025-02-01,53.25
Peach,US,2025-03-01,52.6
Peach,US,2025-04-01,65.25
Peach,US,2025-05-01,78
Peach,US,2025-06-01,65.6
Peach,US,2025-07-01,66.5
Peach,US,2025-08-01,87.5
Pear,UK,2024-08-01,32.666666666666664
Pear,UK,2024-09-01,9.6
Pear,UK,2024-10-01,0
Pear,UK,2024-11-01,64.75
Pear,UK,2024-12-01,54.6
Pear,UK,2025-01-01,0
Pear,UK,2025-02-01,0
Pear,UK,2025-03-01,40
Pear,UK,2025-04-01,30.5
Pear,UK,2025-05-01,12.75
Pear,UK,2025-06-01,25.8
Pear,UK,2025-07-01,7.75
Pear,UK,2025-08-01,43
Pear,US,2024-08-01,58.333333333333336
Pear,US,2024-09-01,50
Pear,US,2024-10-01,56.5
Pear,US,2024-11-01,67.5
Pear,US,2024-12-01,86.8
Pear,US,2025-01-01,56
Pear,US,2025-02-01,52
Pear,US,2025-03-01,60.2
Pear,US,2025-04-01,55.25
Pear,US,2025-05-01,76.25
Pear,US,2025-06-01,63.8
Pear,US,2025-07-01,67
Pear,US,2025-08-01,75
Peony,UK,2024-08-01,23
Peony,UK,2024-09-01,0
Peony,UK,2024-10-01,35.5
Peony,UK,2024-11-01,25
Peony,UK,2024-12-01,28
Peony,UK,2025-01-01,13.25
Peony,UK,2025-02-01,0
Peony,UK,2025-03-01,10.8
Peony,UK,2025-04-01,0
Peony,UK,2025-05-01,18.75
Peony,UK,2025-06-01,0
Peony,UK,2025-07-01,9.25
Peony,UK,2025-08-01,38
Peony,US,2024-08-01,30.666666666666668
Peony,US,2024-09-01,35.6
Peony,US,2024-10-01,19.75
Peony,US,2024-11-01,55.25
Peony,US,2024-12-01,66.4
Peony,US,2025-01-01,20
Peony,US,2025-02-01,43.25
Peony,US,2025-03-01,20.6
Peony,US,2025-04-01,29
Peony,US,2025-05-01,72.75
Peony,US,2025-06-01,41
Peony,US,2025-07-01,35
Peony,US,2025-08-01,46
Pineapple,UK,2024-08-01,0
Pineapple,UK,2024-09-01,0
Pineapple,UK,2024-10-01,0
Pineapple,UK,2024-11-01,0
Pineapple,UK,2024-12-01,0
Pineapple,UK,2025-01-01,0
Pineapple,UK,2025-02-01,0
Pineapple,UK,2025-03-01,0
Pineapple,UK,2025-04-01,0
Pineapple,UK,2025-05-01,0
Pineapple,UK,2025-06-01,0
Pineapple,UK,2025-07-01,25
Pineapple,UK,2025-08-01,46
Pineapple,US,2024-08-01,30.666666666666668
Pineapple,US,2024-09-01,17.6
Pineapple,US,2024-10-01,0
Pineapple,US,2024-11-01,0
Pineapple,US,2024-12-01,14.8
Pineapple,US,2025-01-01,0
Pineapple,US,2025-02-01,0
Pineapple,US,2025-03-01,16.8
Pineapple,US,2025-04-01,0
Pineapple,US,2025-05-01,64
Pineapple,US,2025-06-01,87.8
Pineapple,US,2025-07-01,36.75
Pineapple,US,2025-08-01,46.5
Pink Pepper,UK,2024-08-01,0
Pink Pepper,UK,2024-09-01,36.6
Pink Pepper,UK,2024-10-01,0
Pink Pepper,UK,2024-11-01,19.25
Pink Pepper,UK,2024-12-01,17.8
Pink Pepper,UK,2025-01-01,19.5
Pink Pepper,UK,2025-02-01,0
Pink Pepper,UK,2025-03-01,0
Pink Pepper,UK,2025-04-01,0
Pink Pepper,UK,2025-05-01,0
Pink Pepper,UK,2025-06-01,0
Pink Pepper,UK,2025-07-01,6.75
Pink Pepper,UK,2025-08-01,13
Pink Pepper,US,2024-08-01,33.333333333333336
Pink Pepper,US,2024-09-01,0
Pink Pepper,US,2024-10-01,0
Pink Pepper,US,2024-11-01,0
Pink Pepper,US,2024-12-01,0
Pink Pepper,US,2025-01-01,0
Pink Pepper,US,2025-02-01,0
Pink Pepper,US,2025-03-01,0
Pink Pepper,US,2025-04-01,22
Pink Pepper,US,2025-05-01,0
Pink Pepper,US,2025-06-01,0
Pink Pepper,US,2025-07-01,10
Pink Pepper,US,2025-08-01,21
Raspberry,UK,2024-08-01,0
Raspberry,UK,2024-09-01,0
Raspberry,UK,2024-10-01,0
Raspberry,UK,2024-11-01,0
Raspberry,UK,2024-12-01,35
Raspberry,UK,2025-01-01,0
Raspberry,UK,2025-02-01,17.5
Raspberry,UK,2025-03-01,0
Raspberry,UK,2025-04-01,0
Raspberry,UK,2025-05-01,0
Raspberry,UK,2025-06-01,0
Raspberry,UK,2025-07-01,10
Raspberry,UK,2025-08-01,37.5
Raspberry,US,2024-08-01,27.333333333333332
Raspberry,US,2024-09-01,12.6
Raspberry,US,2024-10-01,0
Raspberry,US,2024-11-01,18
Raspberry,US,2024-12-01,35.2
Raspberry,US,2025-01-01,0
Raspberry,US,2025-02-01,20.75
Raspberry,US,2025-03-01,23.4
Raspberry,US,2025-04-01,36.5
Raspberry,US,2025-05-01,20.5
Raspberry,US,2025-06-01,41.6
Raspberry,US,2025-07-01,50.25
Raspberry,US,2025-08-01,86.5
Rose,UK,2024-08-01,45.333333333333336
Rose,UK,2024-09-01,42
Rose,UK,2024-10-01,53
Rose,UK,2024-11-01,66.25
Rose,UK,2024-12-01,79.2
Rose,UK,2025-01-01,38.75
Rose,UK,2025-02-01,44.75
Rose,UK,2025-03-01,46.4
Rose,UK,2025-04-01,41.5
Rose,UK,2025-05-01,42
Rose,UK,2025-06-01,41
Rose,UK,2025-07-01,42.5
Rose,UK,2025-08-01,49
Rose,US,2024-08-01,51
Rose,US,2024-09-01,50.6
Rose,US,2024-10-01,50.5
Rose,US,2024-11-01,64.25
Rose,US,2024-12-01,81.8
Rose,US,2025-01-01,51.5
Rose,US,2025-02-01,53.5
Rose,US,2025-03-01,51.8
Rose,US,2025-04-01,52.75
Rose,US,2025-05-01,60.25
Rose,US,2025-06-01,53.2
Rose,US,2025-07-01,55.75
Rose,US,2025-08-01,57
Saffron,UK,2024-08-01,0
Saffron,UK,2024-09-01,0
Saffron,UK,2024-10-01,0
Saffron,UK,2024-11-01,0
Saffron,UK,2024-12-01,20
Saffron,UK,2025-01-01,0
Saffron,UK,2025-02-01,0
Saffron,UK,2025-03-01,0
Saffron,UK,2025-04-01,0
Saffron,UK,2025-05-01,0
Saffron,UK,2025-06-01,0
Saffron,UK,2025-07-01,8
Saffron,UK,2025-08-01,38.5
Saffron,US,2024-08-01,18.666666666666668
Saffron,US,2024-09-01,26.2
Saffron,US,2024-10-01,27.75
Saffron,US,2024-11-01,57.25
Saffron,US,2024-12-01,68.2
Saffron,US,2025-01-01,32.5
Saffron,US,2025-02-01,35.25
Saffron,US,2025-03-01,48.6
Saffron,US,2025-04-01,39.75
Saffron,US,2025-05-01,22
Saffron,US,2025-06-01,40.6
Saffron,US,2025-07-01,47.5
Saffron,US,2025-08-01,57.5
Sandalwood,UK,2024-08-01,39.666666666666664
Sandalwood,UK,2024-09-01,49
Sandalwood,UK,2024-10-01,36.25
Sandalwood,UK,2024-11-01,65.5
Sandalwood,UK,2024-12-01,60.4
Sandalwood,UK,2025-01-01,17.5
Sandalwood,UK,2025-02-01,27.75
Sandalwood,UK,2025-03-01,47.4
Sandalwood,UK,2025-04-01,24.75
Sandalwood,UK,2025-05-01,20.5
Sandalwood,UK,2025-06-01,33.8
Sandalwood,UK,2025-07-01,45.25
Sandalwood,UK,2025-08-01,55.5
Sandalwood,US,2024-08-01,54
Sandalwood,US,2024-09-01,52.8
Sandalwood,US,2024-10-01,63.25
Sandalwood,US,2024-11-01,80
Sandalwood,US,2024-12-01,77.8
Sandalwood,US,2025-01-01,46.75
Sandalwood,US,2025-02-01,54
Sandalwood,US,2025-03-01,52.6
Sandalwood,US,2025-04-01,57.75
Sandalwood,US,2025-05-01,58.25
Sandalwood,US,2025-06-01,62
Sandalwood,US,2025-07-01,57.5
Sandalwood,US,2025-08-01,71
Tonka Bean,UK,2024-08-01,0
Tonka Bean,UK,2024-09-01,0
Tonka Bean,UK,2024-10-01,25
Tonka Bean,UK,2024-11-01,0
Tonka Bean,UK,2024-12-01,0
Tonka Bean,UK,2025-01-01,0
Tonka Bean,UK,2025-02-01,0
Tonka Bean,UK,2025-03-01,0
Tonka Bean,UK,2025-04-01,0
Tonka Bean,UK,2025-05-01,0
Tonka Bean,UK,2025-06-01,0
Tonka Bean,UK,2025-07-01,3.5
Tonka Bean,UK,2025-08-01,8.5
Tuberose,UK,2024-08-01,0
Tuberose,UK,2024-09-01,0
Tuberose,UK,2024-10-01,25
Tuberose,UK,2024-11-01,0
Tuberose,UK,2024-12-01,0
Tuberose,UK,2025-01-01,23.75
Tuberose,UK,2025-02-01,0
Tuberose,UK,2025-03-01,0
Tuberose,UK,2025-04-01,0
Tuberose,UK,2025-05-01,0
Tuberose,UK,2025-06-01,0
Tuberose,UK,2025-07-01,14.5
Tuberose,UK,2025-08-01,23.5
Tuberose,US,2024-08-01,38
Tuberose,US,2024-09-01,61.8
Tuberose,US,2024-10-01,49.5
Tuberose,US,2024-11-01,85.75
Tuberose,US,2024-12-01,89.2
Tuberose,US,2025-01-01,44
Tuberose,US,2025-02-01,44.25
Tuberose,US,2025-03-01,24.4
Tuberose,US,2025-04-01,69.25
Tuberose,US,2025-05-01,59.5
Tuberose,US,2025-06-01,41.8
Tuberose,US,2025-07-01,61.25
Tuberose,US,2025-08-01,75.5
Vanilla,UK,2024-08-01,51
Vanilla,UK,2024-09-01,49.8
Vanilla,UK,2024-10-01,57.75
Vanilla,UK,2024-11-01,79.75
Vanilla,UK,2024-12-01,80.8
Vanilla,UK,2025-01-01,45.5
Vanilla,UK,2025-02-01,47
Vanilla,UK,2025-03-01,42.8
Vanilla,UK,2025-04-01,46
Vanilla,UK,2025-05-01,45
Vanilla,UK,2025-06-01,41.6
Vanilla,UK,2025-07-01,45.75
Vanilla,UK,2025-08-01,52.5
Vanilla,US,2024-08-01,43.666666666666664
Vanilla,US,2024-09-01,39.4
Vanilla,US,2024-10-01,42.25
Vanilla,US,2024-11-01,69.25
Vanilla,US,2024-12-01,82.8
Vanilla,US,2025-01-01,38.25
Vanilla,US,2025-02-01,36.75
Vanilla,US,2025-03-01,33.4
Vanilla,US,2025-04-01,33.75
Vanilla,US,2025-05-01,34
Vanilla,US,2025-06-01,36.2
Vanilla,US,2025-07-01,36.5
Vanilla,US,2025-08-01,48
Vetiver,UK,2024-08-01,21.333333333333332
Vetiver,UK,2024-09-01,50
Vetiver,UK,2024-10-01,19.25
Vetiver,UK,2024-11-01,52.75
Vetiver,UK,2024-12-01,65.2
Vetiver,UK,2025-01-01,19.5
Vetiver,UK,2025-02-01,39.75
Vetiver,UK,2025-03-01,23
Vetiver,UK,2025-04-01,0
Vetiver,UK,2025-05-01,30.75
Vetiver,UK,2025-06-01,26.2
Vetiver,UK,2025-07-01,9.75
Vetiver,UK,2025-08-01,42.5
Vetiver,US,2024-08-01,45
Vetiver,US,2024-09-01,50.4
Vetiver,US,2024-10-01,40.5
Vetiver,US,2024-11-01,55.25
Vetiver,US,2024-12-01,66.6
Vetiver,US,2025-01-01,45
Vetiver,US,2025-02-01,47
Vetiver,US,2025-03-01,50
Vetiver,US,2025-04-01,44.25
Vetiver,US,2025-05-01,51
Vetiver,US,2025-06-01,66.2
Vetiver,US,2025-07-01,55.25
Vetiver,US,2025-08-01,53.5
Violet,UK,2024-08-01,26
Violet,UK,2024-09-01,19.8
Violet,UK,2024-10-01,25
Violet,UK,2024-11-01,90.75
Violet,UK,2024-12-01,34.6
Violet,UK,2025-01-01,0
Violet,UK,2025-02-01,0
Violet,UK,2025-03-01,16.2
Violet,UK,2025-04-01,0
Violet,UK,2025-05-01,0
Violet,UK,2025-06-01,0
Violet,UK,2025-07-01,13.5
Violet,UK,2025-08-01,50.5
Violet,US,2024-08-01,53
Violet,US,2024-09-01,37.2
Violet,US,2024-10-01,40.5
Violet,US,2024-11-01,62
Violet,US,2024-12-01,71.2
Violet,US,2025-01-01,51.25
Violet,US,2025-02-01,32.25
Violet,US,2025-03-01,51.4
Violet,US,2025-04-01,56.5
Violet,US,2025-05-01,52.75
Violet,US,2025-06-01,47.6
Violet,US,2025-07-01,35.75
Violet,US,2025-08-01,59.5
White Musk,UK,2024-08-01,0
White Musk,UK,2024-09-01,14.2
White Musk,UK,2024-10-01,15
White Musk,UK,2024-11-01,44.25
White Musk,UK,2024-12-01,48.2
White Musk,UK,2025-01-01,16.75
White Musk,UK,2025-02-01,18.75
White Musk,UK,2025-03-01,26.2
White Musk,UK,2025-04-01,23.5
White Musk,UK,2025-05-01,32
White Musk,UK,2025-06-01,45.6
White Musk,UK,2025-07-01,9.25
White Musk,UK,2025-08-01,51
White Musk,US,2024-08-01,50
White Musk,US,2024-09-01,43.2
White Musk,US,2024-10-01,42.25
White Musk,US,2024-11-01,60.5
White Musk,US,2024-12-01,71.8
White Musk,US,2025-01-01,53.25
White Musk,US,2025-02-01,43.5
White Musk,US,2025-03-01,45.8
White Musk,US,2025-04-01,22.25
White Musk,US,2025-05-01,32.5
White Musk,US,2025-06-01,51.4
White Musk,US,2025-07-01,36
White Musk,US,2025-08-01,53.5
Ylang-Ylang,UK,2024-08-01,0
Ylang-Ylang,UK,2024-09-01,0
Ylang-Ylang,UK,2024-10-01,0
Ylang-Ylang,UK,2024-11-01,0
Ylang-Ylang,UK,2024-12-01,0
Ylang-Ylang,UK,2025-01-01,0
Ylang-Ylang,UK,2025-02-01,25
Ylang-Ylang,UK,2025-03-01,0
Ylang-Ylang,UK,2025-04-01,0
Ylang-Ylang,UK,2025-05-01,0
Ylang-Ylang,UK,2025-06-01,0
Ylang-Ylang,UK,2025-07-01,0
Ylang-Ylang,UK,2025-08-01,0
